lineage,Kingdom,Phylum,Class,Order,Family,Genus,Species,Lasker18Sc122_3_D0052,Lasker18Sc122_5_D0053,Lasker18Sc122_17_D0057,Lasker18Sc122_19_D0058,Lasker18Sc123_3_D0063,Lasker18Sc123_5_D0064,Lasker18Sc123_17_D0068,Lasker18Sc123_19_D0069,Lasker18Sc124_3_D0073,Lasker18Sc124_5_D0074,Lasker18Sc124_17_D0078,Lasker18Sc124_19_D0079,Lasker18Sc126_3_D0085,Lasker18Sc126_5_D0086,Lasker18Sc126_17_D0090,Lasker18Sc127_3_D0095,Lasker18Sc127_5_D0096,Lasker18Sc127_17_D0100,Lasker18Sc127_19_D0101,Lasker18Sc128_3_D0105,Lasker18Sc128_7_D0107,Lasker18Sc128_16_D0110,Lasker18Sc128_19_D0111,Lasker18Sc129_3_D0116,Lasker18Sc129_5_D0117,Lasker18Sc129_17_D0121,Lasker18Sc129_19_D0122,Lasker18Sc130_3_D0127,Lasker18Sc130_5_D0128,Lasker18Sc130_17_D0132,Lasker18Sc130_19_D0133,Lasker18Sc132_3_D0137,Lasker18Sc132_5_D0138,Lasker18Sc132_17_D0142,Lasker18Sc132_19_D0143,Lasker18Sc133_3_D0147,Lasker18Sc133_5_D0148,Lasker18Sc133_17_D0152,Lasker18Sc133_19_D0153,Lasker18Sc134_3_D0158,Lasker18Sc134_5_D0159,Lasker18Sc134_17_D0163,Lasker18Sc134_19_D0164,Lasker18Sc135_17_D0173,Lasker18Sc135_19_D0174,Lasker18Sc158_3_D0270,Lasker18Sc158_5_D0271,Lasker18Sc158_17_D0275,Lasker18Sc158_19_D0276
Eukaryota;unknown;Phaeophyceae;Fucales;Sargassaceae;g_;s_,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,2,14,0,0,0,8,0,0,0,7,0,0,7,9,0,11,23,0,0,2,2,0,0,5,8,0,0,1,10,0,0,5,1,0,0,9,3,0,0,7,3,0,0,0,0,3,5,0,0
Eukaryota;Haptista;Haptophyta;Isochrysidales;Noelaerhabdaceae;g_;s_,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_,0,3,0,0,0,2,0,0,9,7,0,0,9,4,0,5,38,0,0,0,4,0,0,0,2,0,0,7,1,0,0,7,6,0,0,6,8,0,0,0,0,0,0,0,0,8,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,1,2,0,0,0,7,0,0,4,16,0,0,2,2,0,9,2,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Picozoa;unknown;unknown;unknown;g_;s_,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_,0,6,0,0,89,227,0,0,0,0,0,0,23,22,0,1,23,0,0,0,0,0,0,0,0,0,0,47,80,0,0,31,46,0,0,21,12,0,0,0,0,0,0,0,0,31,15,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,2,1,0,0,4,5,0,0,4,7,0,0,7,3,0,3,9,0,0,0,4,0,0,0,0,0,0,5,0,0,0,2,5,0,0,4,10,0,0,1,2,0,0,0,0,3,2,0,0
Eukaryota;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,8,0,0,0,3,12,0,0,0,0,0,0,18,0,0,12,0,0,0,0,1,0,0,1,0,0,0,18,14,0,0,8,24,0,0,5,9,0,0,0,0,0,0,0,0,25,1,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,3,12,0,0,0,1,0,0,2,10,0,0,3,2,0,3,7,0,0,4,6,0,0,2,2,0,0,5,4,0,0,12,12,0,0,7,8,0,0,0,0,0,0,0,0,1,0,0,0
Eukaryota;Arthropoda;Malacostraca;Decapoda;unknown;g_;s_,Eukaryota,Arthropoda,Malacostraca,Decapoda,unknown,g_,s_,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,1,8,0,0,4,6,0,0,7,10,0,0,10,15,0,10,20,0,0,0,2,0,0,0,4,0,0,6,9,0,0,6,8,0,0,3,13,2,2,3,1,0,0,0,0,6,3,0,0
Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Forskaliidae;g_;s_,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,208,0,0,0
Eukaryota;Picozoa;unknown;unknown;unknown;g_;s_,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,6,33,4,2,1,3,0,0,0,4,0,0,3,0,0,4,0,2,0,0,0,0,0,3,5,2,0,2,4,0,0,5,2,0,0,2,1,0,0,3,2,0,0,0,0,8,5,0,0
Eukaryota;Haptista;Haptophyta;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis pouchetii,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,0,0,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,11,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rotifera;Monogononta;Ploima;Synchaetidae;g_;s_,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1439,491,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,16,53,0,3,2,12,0,0,25,68,0,0,26,22,0,3,12,0,0,0,1,0,0,6,19,0,0,1,13,0,0,6,1,0,0,9,6,0,0,2,4,0,0,0,0,0,1,0,0
Eukaryota;unknown;Oomycota;unassigned;unassigned;g_;s_,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_,0,13,0,0,18,43,0,0,0,5,0,0,6,8,0,10,20,0,0,0,0,0,0,0,2,0,0,25,29,0,0,21,22,0,0,35,22,0,0,3,5,0,0,0,0,32,2,0,0
Eukaryota;Haptista;Haptophyta;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis globosa,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,5,0,0,0,0,0,3,3,1
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,4,0,0,6,5,0,0,1,3,0,0,7,2,0,6,17,0,0,4,5,0,0,0,0,0,0,4,0,0,0,7,3,0,0,3,6,0,0,4,6,0,0,0,0,0,0,0,0
Eukaryota;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,0,0,0,0,0,0,0,1,0,0,6,2,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,0,9,0,0,9,24,0,0,1,6,0,0,23,16,0,13,46,0,0,2,5,0,0,1,6,0,0,11,11,0,0,12,28,0,0,13,23,0,0,2,10,0,0,0,0,5,9,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;g_;s_,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,g_,s_,0,0,10,15,0,0,0,0,0,3,38,51,0,0,0,0,0,1,0,0,0,15,15,1,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,8,0,0,8,12,0,0,0,10,0,0,12,6,0,12,19,0,0,2,10,0,0,1,3,0,0,6,5,0,0,10,8,0,0,0,2,0,0,3,4,0,0,0,0,5,0,0,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Clausocalanus;Clausocalanus arcuicornis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus arcuicornis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Oomycota;Peronosporales;Peronosporaceae;g_;s_,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,2,3,0,0,7,11,0,0,3,9,0,0,16,22,0,10,32,0,0,5,18,0,0,0,3,0,0,10,6,0,0,13,5,0,0,1,4,0,0,2,0,0,0,0,0,2,7,0,0
unassigned;unassigned;unassigned;unassigned;unassigned;g_;s_,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,4,0,0,14,26,0,0,24,14,0,1,21,17,0,0,0,3,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,4,26,0,0,1,16,0,0,0,6,0,0,24,9,0,6,19,0,0,0,9,0,0,1,0,0,0,6,17,0,0,12,9,0,0,15,9,0,0,5,0,0,0,0,0,9,4,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,9,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,2,0,0,2,8,0,0,2,0,0,0,4,2,0,7,21,0,0,0,0,0,0,0,2,2,0,1,2,3,0,4,0,0,0,3,3,0,0,7,4,0,0,0,0,15,5,2,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;g_;s_,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,4,0,0,0,0,0,0,204,87,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,5,0,8,25,7,0,7,2,0,0,14,2,4,0
Eukaryota;Picozoa;unknown;unknown;unknown;g_;s_,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_,27,17,0,0,3,4,0,0,0,5,0,0,35,9,0,0,6,0,0,8,29,0,0,7,0,0,0,13,0,0,0,7,27,0,0,5,21,0,0,3,0,0,0,0,0,6,0,0,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Clausocalanus;Clausocalanus parapergens,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens,0,6,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,2,110,0,1,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,5,23,0,0,3,21,0,0,10,22,0,0,38,22,0,14,38,0,0,6,21,0,0,0,3,0,0,3,26,0,0,15,9,0,0,16,14,0,0,4,3,0,0,0,0,13,3,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,8,24,0,0,8,7,0,0,5,4,0,0,9,1,0,10,14,0,0,0,5,0,0,1,2,0,0,4,5,0,0,3,7,0,0,4,11,0,0,0,5,0,0,0,0,7,4,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,5,2,0,0,35,39,0,0,78,42,4,3,60,39,1,4,0,2,1,1
unassigned;unassigned;unassigned;unassigned;unassigned;g_;s_,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,21,0,0,12,12,0,0,2,18,0,0,32,23,0,21,51,0,0,9,34,0,0,0,2,0,0,9,11,0,0,12,4,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,32,214,0,0,5,10,0,4,0,0,0,138,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Eucalanidae;Eucalanus;Eucalanus californicus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10298,1,0,0,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;g_;s_,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_,0,0,5,18,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,26,92,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,29,7,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;unassigned;g_;s_,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,unassigned,g_,s_,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,9,1,0,0,2,5,0,0,4,2,0,2,5,3,0,0,5,0,10,9,0,2
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,1,6,0,0,2,0,0,0,18,21,0,14,46,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Eukaryota;unknown;Dictyochophyceae;Florenciellales;unknown;g_;s_,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unknown,g_,s_,1,10,0,0,0,0,0,0,5,2,0,0,9,8,0,0,12,0,0,1,1,0,0,0,0,0,0,14,9,0,0,9,5,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
Eukaryota;Arthropoda;unassigned;unassigned;unassigned;g_;s_,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_,1,3,5,0,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,5,7,0,0,6,4,1,0,2,5,0,0,16,6,0,2,7,5,1,0,0,6,0,0,0,0,9,2,0,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;unassigned,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,unassigned,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,0,4,3,0,0,19,89,0,0,3,6,0,0,60,12,62,42,0,0,63,133
Eukaryota;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,0,22,3,9,0,0,15,7,3,0,4,7,18,18,0,0,24,24
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;g_;s_,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,4,2,2,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Pseudocalanus;Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4552,0,0,0,0,0,0,0,0
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;g_;s_,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;unassigned;g_;s_,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,g_,s_,0,0,3,0,0,0,8,2,0,0,0,0,0,0,35,0,2,90,170,0,0,9,6,1,0,39,39,0,0,4,4,0,0,0,3,0,0,0,0,1,0,2,0,5,4,0,0,2,0
Eukaryota;unknown;unknown;Telonemida;unassigned;g_;s_,Eukaryota,unknown,unknown,Telonemida,unassigned,g_,s_,2,5,0,0,0,0,0,0,0,8,7,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,2,11,0,0,0,0,0,0,0,0,8,2,0,0
Eukaryota;Porifera;Demospongiae;Bubarida;Dictyonellidae;g_;s_,Eukaryota,Porifera,Demospongiae,Bubarida,Dictyonellidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,23,8,23,18,0,0,0,0,2,0,0,3
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,4,0,0,0,10,3,0,0,0,16,0,0,7,17,0,30,27,0,0,6,13,0,0,0,0,0,0,5,0,0,0,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Calanidae;Calanus;Calanus pacificus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Eukaryota;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,0,0,3,4,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,2,3,0,0,2,2,0,0,0,0,2,0,4,3,0,0,5,2,3,0,14,11,0,0,0,2,2,2
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,8,17,0,0,2,7,0,0,6,4,0,7,29,0,0,4,14,0,0,0,3,0,0,4,5,0,0,3,4,0,0,2,4,0,0,0,0,0,0,0,0,2,3,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,13,40,0,0,9,29,0,0,12,9,0,0,12,19,0,12,38,0,0,7,9,0,0,6,4,0,0,12,15,0,0,20,18,0,0,10,23,0,0,6,5,0,0,0,0,13,13,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,19,34,0,0,1,27,0,0,6,22,0,0,21,21,0,14,17,0,0,5,12,0,0,1,2,0,0,6,7,0,0,8,21,0,0,11,10,0,0,3,10,0,0,0,0,1,2,2,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,23,34,2,1,3,2,0,0,5,7,0,0,1,11,0,7,2,0,0,4,0,0,0,2,6,0,0,6,9,0,0,12,4,0,0,3,5,0,0,4,2,0,0,0,0,5,0,0,0
Eukaryota;Mollusca;Gastropoda;Littorinimorpha;Annulariidae;g_;s_,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Annulariidae,g_,s_,4,13,2,3,9,17,0,0,0,0,0,0,22,21,0,13,60,0,0,0,0,0,0,1,18,0,0,1,4,0,0,0,0,0,0,15,0,0,0,10,1,0,0,0,0,33,20,4,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,35,5,0,159,31,0,0,0,0,27,1,1,10
Eukaryota;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,7,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,2,0,8,1,0,0,2,24,0,2,17,12,0,8,0,5,0,0,0,0,0,5,1,3
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,12,14,0,0,4,16,0,0,8,11,0,0,12,13,0,6,37,0,0,2,14,0,0,1,6,0,0,14,7,0,0,15,7,0,0,7,9,0,0,8,3,0,0,0,0,2,3,0,0
unassigned;unassigned;unassigned;unassigned;unassigned;g_;s_,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_,240,6,0,0,26,0,0,0,70,0,0,0,74,0,0,9,17,0,0,7,4,0,0,1,0,0,0,235,0,0,0,67,1,0,0,24,0,0,0,18,0,0,0,0,0,8,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,3,7,0,0,2,14,0,0,4,7,0,0,8,7,0,3,15,0,0,2,3,1,0,0,1,0,0,5,19,0,0,13,9,0,0,4,3,0,0,3,1,0,0,0,0,3,4,0,1
Eukaryota;Cnidaria;Hydrozoa;unassigned;unassigned;g_;s_,Eukaryota,Cnidaria,Hydrozoa,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,76,108,0,0,405,264,0,0,276,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
