lineage,Kingdom,Phylum,Class,Order,Family,Genus,Species,CN19_Nisk_SM_Night_100m_1,CN19_Nisk_SM_Day_5m_1,CN19_Nisk_SM_Day_5m_2,CN19_Nisk_SM_Day_10m_1,CN19_Nisk_SM_Day_10m_2,CN19_Nisk_SM_Day_100m_1,CN19_Nisk_SM_Day_100m_2,CN19_Nisk_SM_Day_100m_3,CN19_Nisk_SM_Dusk_5m_2,CN19_Nisk_SM_Dusk_50m_2,CN19_Nisk_SM_Dusk_100m_1,CN19_Nisk_SM_Dusk_100m_2,CN19_Nisk_SM_Dusk_100m_3,CN19_Nisk_SM_Night_5m_1,CN19_Nisk_SM_Night_5m_2,CN19_Nisk_SM_Night_23m_1,CN19_Nisk_SM_Night_23m_2,CN19_Nisk_SM_Night_100m_2,CN19_Nisk_SM_Night_100m_3,CN19_Buck4_SM_Night_0m_1,CN19_Buck4_SM_Night_0m_2,CN19_Nisk_SM_Dawn_11m_1,CN19_Nisk_PB_Day_100m_3,CN19_Nisk_PB_Dusk_70m_3,CN19_Nisk_PB_Night_5m_1,CN19_Nisk_PB_Night_15m_1,CN19_Buck3_SN_0m_2,CN19_Nisk_SM_Dawn_5m_1,CN19_Nisk_SM_Dawn_11m_2,CN19_Nisk_SM_Dawn_100m_1,CN19_Nisk_SM_Dawn_100m_2,CN19_Nisk_SM_Dawn_100m_3,CN19_Nisk_PB_Day_5m_1,CN19_Nisk_PB_Day_5m_2,CN19_Nisk_PB_Day_28m_1,CN19_Nisk_PB_Day_28m_2,CN19_Nisk_PB_Day_100m_1,CN19_Nisk_PB_Day_100m_2,CN19_Nisk_PB_Dusk_5m_1,CN19_Nisk_PB_Dusk_5m_2,CN19_Nisk_PB_Dusk_10m_1,CN19_Nisk_PB_Dusk_10m_2,CN19_Nisk_PB_Dusk_70m_1,CN19_Nisk_PB_Dusk_70m_2,CN19_Nisk_PB_Night_15m_2,CN19_Nisk_PB_Night_100m_2,CN19_Buck5_0m_1,CN19_Nisk_PB_Dawn_5m_1,CN19_Nisk_PB_Dawn_45m_1,CN19_Nisk_PB_Dawn_45m_2,CN19_Nisk_PB_Dawn_100m_2,CN19_Nisk_MO_Night_7m_1,CN19_Nisk_MO_Night_100m_1,CN19_Nisk_MO_Night_100m_3,CN19_Nisk_MO_Dawn_5m_2,CN19_Nisk_MO_Dawn_26m_2,CN19_Nisk_MO_Dawn_100m_2,CN19_Nisk_MO_Dawn_100m_3,CN19_Nisk_PS_Dusk_75m_2,CN19_Nisk_PS_Dusk_10m_2,CN19_Nisk_PS_Dawn_10m_2,CN19_Nisk_PS_Dawn_100m_2,CN19_Nisk_PS_Dawn_100m_3,CN19_Buck1_SN_0m_1,CN19_Buck1_SN_0m_2,CN19_Buck2_SN_0m_1,CN19_Nisk_SM_Dusk_5m_1,CN19_Nisk_PB_Night_5m_2,CN19_Nisk_PB_Night_100m_3,CN19_Buck5_0m_2,CN19_Nisk_PB_Dawn_5m_2,CN19_Nisk_PB_Dawn_100m_1,CN19_Nisk_PB_Dawn_100m_3,CN19_Nisk_MO_Night_5m_1,CN19_Nisk_MO_Dawn_100m_1,CN19_Nisk_Far_5m_1,CN19_Nisk_Far_5m_2,CN19_Nisk_PS_Dusk_75m_1,CN19_Nisk_PS_Dusk_75m_3,CN19_Nisk_PS_Dusk_10m_1,CN19_Nisk_PS_Dusk_5m_1,CN19_Nisk_PS_Dusk_5m_2,CN19_Nisk_PS_Dawn_5m_1,CN19_Nisk_PS_Dawn_10m_1,CN19_Nisk_PS_Dawn_100m_1,CN19_Buck2_SN_0m_2,CN19_Nisk_SM_Dusk_50m_1,CN19_Nisk_MO_Dawn_5m_1,CN19_Nisk_Dav_Dawn_27m_2,CN19_Nisk_Dav_Dusk_5m_1,CN19_Nisk_Dav_Dusk_5m_2,CN19_Nisk_Dav_Dusk_13m_1,CN19_Nisk_Dav_Dusk_13m_3,CN19_Nisk_Dav_Dusk_70m_1,CN19_Nisk_Dav_Dusk_70m_2,CN19_Nisk_Dav_Dusk_70m_3,CN19_Buck6_Dav_Night_0m_1,CN19_Buck6_Dav_Night_0m_2,CN19_Nisk_Dav_Predusk_12m_1,CN19_Nisk_MO_Night_5m_2,CN19_Nisk_MO_Night_100m_2,CN19_Nisk_MO_Dawn_26m_1,CN19_Nisk_Dav_Dawn_5m_1,CN19_Nisk_Dav_Dawn_5m_2,CN19_Nisk_Dav_Dawn_27m_1,CN19_Nisk_Dav_Dawn_100m_1,CN19_Nisk_Dav_Dawn_100m_2,CN19_Nisk_Dav_Dawn_100m_3,CN19_Nisk_Far_13m_1,CN19_Nisk_Far_13m_2,CN19_Nisk_Far_60m_1,CN19_Nisk_Far_60m_2,CN19_Nisk_Far_60m_3
Eukaryota;Cnidaria;Scyphozoa;Semaeostomeae;Pelagiidae;unassigned;unassigned,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,unassigned,unassigned,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,24,15,3,1,0,0,0,9,0,0,1,0,0,263,9,0,0,0,1,0,2,0,15,5,0,1,0,2,185,29,55,1,2,0,8,0,2,0,0,0,0,0,3,1,0,0,4,3,0,1,9
Eukaryota;Ciliophora;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned,0,2,0,0,0,0,0,0,19,3,0,0,0,2,0,4,17,0,0,50,50,0,0,0,0,0,94,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,83,62,3,0,0,9,0,0,0,0,0,1,3,0,0,3,0,0,1,0,0,47,11,0,0,1,10,6,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Gymnodiniales;Kareniaceae;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,unassigned,unassigned,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,71,21,1,0,0,0,0,0,0,0,174,252,214,0,0,0,0,0,2,0,41,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,42,1,0,1,0,0,0,172,0,0,0,0,0,5,0,7,12,0,0,0,0,0,26,2,0,0,0,2,0,0,0,0,0,0,1,0,6,18,0,0,0,0,2,0,0,0,0,0,64,17,1,0,0
Eukaryota;unknown;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;unassigned,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned,3,0,0,0,3,3,1,0,4,13,11,0,6,16,8,3,9,5,2,3,0,1,17,2,1,0,43,9,0,7,0,7,23,23,37,52,11,18,0,0,7,0,3,6,1,0,12,54,6,10,36,11,0,2,36,34,21,15,9,1,10,15,16,17,30,27,13,2,7,9,75,23,11,21,8,6,2,8,4,4,2,0,10,13,10,22,14,55,2,9,13,8,2,12,16,46,10,8,8,25,3,21,38,24,19,10,12,0,6,3,39,50,94
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,114,5,34,1,2,0,0,13,92,311,73,0,68,54,77,44,29,57,200,1,7,51,0,77,1,89,0,24,60,2,0,6,14,23,19,75,0,0,16,18,33,31,45,73,44,69,21,8,55,158,317,0,0,0,0,2,189,348,302,89,106,0,3,8,0,1,67,0,117,0,7,22,100,0,65,0,0,199,113,43,35,15,81,127,51,0,427,0,6,22,13,54,58,3,0,2,0,3,0,0,0,1,0,0,10,21,0,0,0,0,0,1,0
Eukaryota;unknown;Dinophyceae;Gonyaulacales;Amphidomataceae;g_;s_,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,g_,s_,6,0,0,0,0,1,8,8,0,0,9,0,2,0,0,0,0,12,2,0,0,0,19,1,0,0,0,0,0,0,0,1,0,0,0,1,14,23,0,0,0,0,0,0,0,20,0,0,0,0,44,0,45,23,0,0,26,25,30,0,12,30,57,0,0,0,0,0,13,0,0,5,17,0,38,0,0,20,6,0,0,0,8,15,39,0,0,2,0,0,0,0,0,11,22,29,0,0,0,0,35,0,0,0,0,37,25,0,0,0,31,36,34
Eukaryota;Chordata;Thaliacea;Salpida;Salpidae;Cyclosalpa;Cyclosalpa polae,Eukaryota,Chordata,Thaliacea,Salpida,Salpidae,Cyclosalpa,Cyclosalpa polae,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,4,16,5,0,0,0,0,1,1,0,0,2,1,4,6,9,0,1,0,0,2,4,2,16,0,0,3,5,0,0,0,0,2,0,2,1,2,15,0,4,0,0,7,1,0,0,1,0,0,0,0,1,6,0,0,0,0,1,0,1,1,0,0,4,0,0,2,0,0,1,3,13,1,0,0,0,1,0
Eukaryota;unknown;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium crassipes,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium crassipes,0,1,5,0,0,0,0,0,20,28,0,0,0,137,119,2,75,0,0,29,15,9,0,0,41,0,43,55,37,0,0,23,0,0,0,0,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,45,34,0,0,267,214,187,46,9,0,1,0,2,1,44,0,8,0,0,2,0,0,0,37,50,0,36,157,0,0,9,11,18,7,0,0,0,0,6,0,30,0,0,0,0,0,0,0,0,4,5,0,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros sp. UNC1414,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1414,31,7,32,14,64,30,23,17,33,27,5,0,14,33,40,22,45,35,23,42,46,14,25,87,43,102,10,34,18,22,17,15,3,1,9,42,35,11,96,96,241,258,91,90,43,20,0,1,0,0,3,0,8,11,3,1,12,7,33,75,72,20,12,266,328,53,25,26,40,2,1,0,0,2,6,4,4,21,18,155,144,58,38,112,39,30,37,5,0,0,0,0,0,0,8,19,0,0,0,0,7,0,6,4,1,7,2,0,2,2,1,3,6
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,45,30,3,25,1,0,0,41,28,14,0,6,11,12,26,98,0,7,46,48,91,3,4,9,17,5,215,207,13,6,95,0,1,6,0,29,0,20,49,74,75,5,0,9,0,1,3,0,0,0,47,10,0,23,5,0,0,0,102,29,0,0,39,36,32,43,10,0,2,0,0,4,17,0,11,6,3,0,20,13,4,11,41,0,17,18,8,0,33,24,22,4,0,9,0,18,20,0,25,3,1,4,7,12,0,0,0,42,28,15,12,21
Eukaryota;unknown;unknown;unknown;unknown;unknown;phototrophic eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote,3,0,0,0,0,0,1,0,12,9,1,0,2,4,10,1,2,5,2,4,1,0,2,2,4,1,0,0,0,0,0,12,6,7,15,23,2,0,4,1,3,1,6,8,0,2,12,5,2,7,3,5,0,0,21,59,0,0,7,1,11,0,2,0,1,4,13,2,7,6,23,2,4,19,2,5,5,1,8,1,2,2,5,12,3,1,21,18,0,15,8,3,4,2,1,2,9,17,11,9,0,24,17,11,52,0,0,0,6,0,1,1,2
Eukaryota;unknown;Bigyra;Oblongichytrida;unknown;g_;s_,Eukaryota,unknown,Bigyra,Oblongichytrida,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Polycystinea;unassigned;unassigned;g_;s_,Eukaryota,unknown,Polycystinea,unassigned,unassigned,g_,s_,27,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;Uncultured marine alveolate Group II DH145-EKD20,Eukaryota,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group II DH145-EKD20,2,0,10,0,9,0,0,0,4,6,0,0,5,7,2,3,8,5,8,35,35,8,0,2,7,0,7,14,4,0,0,2,3,0,2,4,0,0,0,2,4,3,15,8,0,8,15,1,5,10,4,0,2,0,3,34,2,11,12,2,1,11,13,15,28,24,7,7,7,16,10,0,1,0,4,0,1,44,4,7,3,1,2,3,31,5,3,6,0,2,0,0,0,4,1,2,0,0,21,3,0,19,9,4,38,5,0,0,0,3,0,1,4
Eukaryota;unknown;Dinophyceae;Blastodiniales;unknown;g_;s_,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_,0,7,1,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,47,1,0,0,13,1,91,1,0,0,0,0,0,3,196,275,0,0,0,0,0,0,0,0,7,4,0,1,0,6,0,11,4,1,9,9,0,0,0,0,22,0,0,79,59,34,1,20,0,0,3,0,0,44,0,6,7,0,0,0,0,0,37,66,1,66,0,39,21,30,24,101,102,8,6,15,74,359,22,37,0,5,72,37,26,0,0,0,2,0,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;unassigned;unassigned,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned,27,12,43,36,64,2,5,1,4,21,0,0,4,24,21,2,10,32,22,0,1,30,5,27,22,34,3,18,25,20,10,20,2,1,1,4,7,7,19,23,27,10,27,48,33,26,5,0,5,2,1,37,22,11,3,17,0,0,37,66,76,6,10,6,11,3,5,28,55,11,3,0,0,28,0,9,7,54,22,89,71,21,48,95,11,1,21,1,17,28,31,81,98,33,79,120,11,8,0,18,16,9,0,0,0,0,0,0,10,21,38,25,44
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,1,0,2,0,0,0,0,6,0,0,0,2,3,3,1,5,3,1,5,7,0,0,3,5,2,39,1,0,0,0,0,18,21,17,43,0,0,0,2,7,5,13,13,5,2,18,19,52,57,2,1,2,0,37,180,0,0,0,0,10,0,2,36,40,29,4,7,2,26,19,0,0,1,0,0,0,2,0,2,3,0,3,7,0,12,1,35,0,3,1,4,0,1,0,0,2,7,276,5,2,124,60,42,416,3,3,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Duboscquellidae;Duboscquella;unassigned,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,74,0,0,0,0,0,0,1,0,2,0,0,2,7,4,11,10,0,21,20,6,2,0,0,0,0,0,0,0,0,0,0,37,44,7,11,24
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,8,0,0,0,0,0,2,7,0,2,6,0,2,0,0,0,0,2,3,1,0,0,2,2,0,0,0,0,0,8,13,0,2,0,0,0,3,0,0,0,0,2,0,3,0,3,1,0,0,1,1,3,3,5,0,0,4,3,1,0,0,14,11,0,0,0,0,0,7,6,5,0,5,0,0,0,3,3,3,0,0,0,0,0,12,0,0,1,0,0,0,0,0,8,4,13,0,0,2,1,0,2,0,0,5,10,11,0,0,0,10,5,6
Eukaryota;unknown;Polycystinea;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned,26,0,0,0,0,4,33,0,0,0,19,0,0,0,0,0,0,51,56,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,4,0,0,0,1,47,0,3,0,0,0,6,33,68,0,0,19,4,0,0,0,0,0,5,0,0,18,40,0,0,0,0,49,27,3,3,2,0,0,20,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Duboscquellidae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,1,0,0,1,1,0,3,0,0,0,1,3,0,3,1,0,1,0,0,6,11,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,34,0,0,0,4,1,0,0,0,3,4,0,0,2,0,0,2,0,0,0,2,2,6,17,20
Eukaryota;unknown;Dinophyceae;Suessiales;Suessiaceae;Ansanella;unassigned,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Ansanella,unassigned,0,346,234,16,5,4,0,0,88,10,8,0,0,41,49,32,68,7,0,126,103,11,2,12,183,142,406,34,9,7,0,11,0,0,2,3,1,0,49,57,90,66,3,8,66,2,2,1,6,0,0,105,4,0,4,15,0,1,2,56,36,7,8,150,45,621,24,217,2,1,0,0,1,92,0,26,34,5,0,41,33,32,73,78,7,500,3,2,0,117,82,17,27,1,3,0,189,160,9,73,0,20,16,17,13,0,0,0,39,60,0,1,0
Eukaryota;Arthropoda;Hexanauplia;Poecilostomatoida;Oncaeidae;Oncaea;unassigned,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,unassigned,103,11,3,31,35,0,25,0,1,30,34,0,46,0,0,12,0,167,130,8,9,0,0,16,0,113,0,0,0,266,3,4,0,0,17,0,0,29,47,14,0,32,3,14,44,30,0,2,308,310,62,0,20,65,1,7,13,268,482,151,66,46,543,0,0,0,0,12,205,0,0,107,191,0,58,1,2,161,126,27,5,2,0,28,388,0,82,0,0,0,0,0,23,32,60,95,0,0,15,0,165,0,0,0,171,51,203,0,0,0,1,0,32
Eukaryota;Ciliophora;Spirotrichea;unassigned;unassigned;unassigned;unassigned,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned,70,0,0,0,4,25,33,17,1,0,8,0,14,8,11,3,4,67,55,0,0,5,56,1,0,1,0,6,2,23,15,3,2,7,23,31,41,41,2,0,2,0,10,7,0,16,20,10,9,18,45,1,62,20,9,0,23,19,23,0,2,32,87,1,1,0,0,2,28,2,1,27,32,1,8,0,0,13,12,0,5,0,5,6,35,2,2,10,2,0,1,0,0,7,28,66,6,1,5,0,16,0,19,2,8,25,54,0,0,1,73,102,187
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Paracalanus;unassigned,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,unassigned,0,4,7,0,0,0,0,0,1,14,0,0,0,4,2,3,0,0,0,0,8,2,0,2,1,1,6,2,6,0,0,2,639,12,243,44,1,0,0,0,1,2,4,3,7,0,0,5,0,3,0,3,0,4,1,2,4,0,0,4,0,0,3,2,1,0,1,3,0,5700,0,5,0,7,0,6,170,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Bigyra;Nanomonadea;unknown;g_;s_,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Gymnodiniales;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned,5,3,20,0,3,2,1,2,60,2,3,1,0,91,69,86,98,4,12,5,0,7,2,7,0,1,46,10,5,11,3,2,38,41,31,24,2,5,8,7,13,2,1,4,3,1,37,41,73,87,12,8,0,0,15,33,2,3,1,7,8,4,5,69,84,92,46,0,1,35,89,12,19,10,1,0,1,3,2,7,7,4,18,34,12,100,5,29,0,2,1,0,0,6,5,0,5,17,18,3,0,34,6,4,82,2,1,0,5,2,10,12,11
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,6,10,21,0,0,0,0,0,0,0,0,0,0,95,3,150,201,0,0,0,0,1,42,0,0,0,0,1,0,0,2,6,8,0,0,0,70,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;s_,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_,0,3,4,0,1,0,0,0,0,2,0,0,0,11,5,0,9,0,0,1,3,2,0,2,1,0,20,5,0,0,0,10,10,9,11,14,0,0,0,0,3,4,14,7,0,1,7,1,6,11,0,1,0,0,23,87,0,0,2,0,1,0,0,24,32,22,2,4,4,16,20,0,0,0,0,2,2,2,3,1,2,5,3,0,0,6,4,26,0,0,0,0,0,0,0,0,4,1,55,2,0,24,20,6,98,2,0,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;unassigned;unassigned;unassigned,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned,14,45,108,49,97,0,0,0,188,190,3,0,0,39,37,30,75,31,8,111,126,15,0,95,90,147,225,36,31,4,0,20,3,0,3,11,1,4,88,148,198,179,38,99,101,31,2,1,0,0,0,40,0,0,0,4,1,1,21,163,59,0,1,123,87,202,180,83,43,1,1,0,0,43,0,77,87,25,12,199,138,71,18,60,0,157,226,1,3,57,23,171,183,3,5,1,108,93,0,36,0,0,5,9,1,0,0,0,29,40,1,1,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Ellobiopsidae;Thalassomyces;Thalassomyces fagei,Eukaryota,unknown,Dinophyceae,Syndiniales,Ellobiopsidae,Thalassomyces,Thalassomyces fagei,79,0,0,0,0,23,24,16,0,0,42,1,43,0,0,0,0,97,104,0,1,0,166,1,0,0,0,0,0,53,61,0,0,0,0,0,99,192,0,0,0,0,0,0,0,3,2,0,1,0,44,0,9,2,0,0,15,13,4,0,0,32,41,0,0,0,0,0,2,0,0,51,52,0,7,0,0,5,2,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,1,0,0,11,30,21,0,0,0,0,0,5
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,2,0,0,0,0,0,0,0,1,1,0,0,0,73,56,28,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,0,0,0,1,0,10,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Imbricatea;unknown;Thaumatomonadida;Thaumatomastigidae;unassigned;s_,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,unassigned,s_,51,23,39,15,21,0,0,0,7,117,7,0,3,0,0,0,1,57,56,10,8,58,20,190,88,181,1,67,80,3,1,74,0,0,0,1,13,12,128,123,229,180,169,238,119,76,1,0,0,0,0,2,4,1,1,0,0,0,17,139,67,5,0,0,0,0,1,82,79,0,0,0,0,3,0,2,2,15,15,183,115,67,33,55,0,0,158,0,0,0,0,3,8,12,32,77,0,0,0,0,0,1,0,0,0,0,2,0,1,0,8,6,22
Eukaryota;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Helianthus;unassigned,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
