lineage,Kingdom,Phylum,Class,Order,Family,Genus,Species,CN18FESPkoa_SC24,CN18FESPkoa_SC26,CN18FESPkoa_SC29,CN18FESPkoa_SC30,CN18FESPkoa_SC31,CN18FESPkoa_SC32,CN18FESPkoa_SC34,CN18FESPkoa_SC35,CN18FESPkoa_SC37,CN18FESPkoa_SC40,CN18FESPkoa_SC41,CN18FESPkoa_SC43,CN18FESPkoa_SC44,CN18FESPkoa_SC46,CN18FESPkoa_SC47,CN18FESPkoa_SC49,CN18FESPkoa_SC52,CN18FESPkoa_SC53,CN18FESPkoa_SC55,CN18FESPkoa_SC56,CN18FESPkoa_SC57,CN18FESPkoa_SC58,CN18Fc12_8_eDNA,CN18Fc19_5_eDNA,CN18Fc21_6_eDNA,CN18Fc22_6_eDNA,CN18Fc24_6_eDNA,CN18Fc25_5_eDNA,CN18Fc27_4_eDNA,CN18Fc29_6_eDNA,CN18Fc30_4_eDNA,CN18Fc32_4_eDNA,CN18Fc33_5_eDNA,CN18Fc36_6_eDNA,CN18Fc38_5_eDNA,CN18Fc40_6_eDNA,CN18Fc41_6_eDNA,CN18Fc43_5_eDNA,CN18Fc44_8_eDNA,CN18Fc46_8_eDNA,CN18Fc47_6_eDNA,CN18Fc49_6_eDNA,CN18Fc51_5_eDNA,CN18SESPkoa_SC36,CN18SESPkoa_SC37,CN18SESPkoa_SC39,CN18SESPkoa_SC40,CN18SESPkoa_SC41,CN18SESPkoa_SC44,CN18SESPkoa_SC45,CN18SESPkoa_SC47,CN18SESPkoa_SC49,CN18Sc09_2_eDNA,CN18Sc10_2_eDNA,CN18Sc14_2_eDNA,CN18Sc14_8_eDNA,CN18Sc15_2_eDNA,CN18Sc15_8_eDNA,CN18Sc18_2_eDNA,CN18Sc18_8_eDNA,CN18Sc27_2_eDNA,CN18Sc27_8_eDNA
Eukaryota;Dinoflagellata;Dinophyceae;unassigned;unassigned;unassigned;s_,Eukaryota,Dinoflagellata,Dinophyceae,unassigned,unassigned,unassigned,s_,0,1,2,2,0,0,1,0,1,0,1,4,2,1,1,2,1,0,0,0,0,0,5,8,2,2,2,2,8,2,0,0,2,0,0,0,1,4,0,0,0,0,2,5,0,1,0,0,1,0,0,0,3,0,2,0,0,2,1,0,0,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,0,0,0,0,3,0,2,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,0,2,0,2,0,2,0
Eukaryota;unknown;unknown;unknown;Ellobiopsidae;Ellobiopsis;s_,Eukaryota,unknown,unknown,unknown,Ellobiopsidae,Ellobiopsis,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,2,2,0,2,0,0,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;unassigned;unassigned;unassigned,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,1,0,2,0,2,0
Eukaryota;Ochrophyta;Chrysophyceae;unknown;unknown;g_;s_,Eukaryota,Ochrophyta,Chrysophyceae,unknown,unknown,g_,s_,3,0,1,0,4,7,3,2,6,4,8,2,5,7,2,2,2,5,2,2,5,1,2,2,16,1,5,6,2,6,7,0,1,3,1,2,2,2,5,0,0,0,1,0,0,0,2,0,0,1,2,1,2,1,1,0,0,1,3,0,1,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;unassigned;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,1,1,0,2,0,1,0,3,0
Eukaryota;Dinoflagellata;Dinophyceae;Peridiniales;unassigned;unassigned;s_,Eukaryota,Dinoflagellata,Dinophyceae,Peridiniales,unassigned,unassigned,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,3,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;unassigned,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,2,0,0,0,5,0,6,1,6,2,6,4,1,1,5,3,4,2,1,14,6,8,10,9,7,6,7,5,6,8,10,1,4,4,4,2,7,10,4,1,2,1,4,2,0,2,0,0,0,0,0,0,1,0,0,1,2,2,0,1,0,1
Eukaryota;unknown;Polycystinea;Nassellaria;Trissocyclidae;g_;s_,Eukaryota,unknown,Polycystinea,Nassellaria,Trissocyclidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,2,1,0,2,0,0,0,1,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,0,1,8,0,1,3,0,1,3,0,1,0,3,1,0,3,0,0,4,0,0,2,0,1,1,1,0,0,0,0,2,0,1,2,0,0,0,2,1,4,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,3,1,0,3,7,3,6,3,9,6,3,7,10,2,6,4,3,8,6,7,2,8,18,4,10,11,11,6,7,15,6,0,2,7,2,13,5,15,10,4,2,1,7,1,0,0,1,0,3,0,0,0,0,0,1,2,1,0,0,0,0,0
Eukaryota;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Parasagitta;Parasagitta megalophthalma,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta megalophthalma,0,1,0,1,2,3,7,0,4,3,0,0,1,0,0,2,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,3,2,562,131,564,650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;unassigned;unassigned;unassigned;unassigned,Eukaryota,Ascomycota,Dothideomycetes,unassigned,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,0,3,0,1,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,5,0,0,0,2,0,5,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,2,0,0,0,1,0,2,3,1,0,0,1,0,2,0,0,1,0,0,2,1,2,1,0,2,0,0,3,2,1,0,0,0,0,0,1,5,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
Eukaryota;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;s_,Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,s_,8,1,10,6,38,11,20,5,32,18,29,23,17,28,13,16,15,27,24,12,34,36,17,15,17,15,17,5,17,10,10,1,9,22,14,39,20,30,19,1,9,3,8,1,0,0,1,0,0,0,2,1,0,0,2,1,2,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,1,0,0,0,3,2,3,1,3,1,3,2,1,1,3,2,0,1,0,0,3,2,11,0,1,1,8,6,1,0,11,0,3,0,0,0,6,3,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0
Eukaryota;Dinoflagellata;Dinophyceae;unassigned;unassigned;unassigned;s_,Eukaryota,Dinoflagellata,Dinophyceae,unassigned,unassigned,unassigned,s_,0,0,0,0,3,2,0,5,2,3,4,1,0,1,2,0,2,2,1,1,4,0,1,0,5,2,7,0,2,4,5,2,1,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,2,0,1,0
Eukaryota;Dinoflagellata;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,Dinoflagellata,Dinophyceae,unassigned,unassigned,unassigned,unassigned,4,1,4,0,4,4,7,0,3,1,9,9,8,5,6,7,1,2,5,9,3,1,6,8,6,5,6,4,9,8,12,6,5,0,7,5,5,7,4,0,0,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota;Dinoflagellata;Dinophyceae;unassigned;unassigned;unassigned;s_,Eukaryota,Dinoflagellata,Dinophyceae,unassigned,unassigned,unassigned,s_,5,0,0,1,3,5,4,2,4,0,3,2,4,6,1,3,3,1,1,4,2,0,8,2,4,9,2,3,4,11,4,4,4,2,7,6,9,11,2,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
Eukaryota;Cercozoa;Thecofilosea;Cryomonadida;Protaspidae;Cryothecomonas;Cryothecomonas aestivalis,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas aestivalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,1,0,1,2,1,1,0,1,1,4,0,1,3,0,1,1,0,3,0,1,3,2,1,3,1,1,5,2,2,2,0,3,5,0,2,0,0,0,1,2,0,5,0,0,2,0,0,1,0,0,0,1,0,0,2,1,1,1,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eukaryota;Annelida;Polychaeta;Eunicida;Onuphidae;unassigned;unassigned,Eukaryota,Annelida,Polychaeta,Eunicida,Onuphidae,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0
Eukaryota;Dinoflagellata;Dinophyceae;Peridiniales;Pfiesteriaceae;unassigned;unassigned,Eukaryota,Dinoflagellata,Dinophyceae,Peridiniales,Pfiesteriaceae,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,2,0,0,2,1,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Melosirales;Stephanopyxidaceae;g_;s_,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_,1,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,1,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,1,2,2,0,0,1,0,0
Eukaryota;Apicomplexa;unknown;unknown;unknown;g_;s_,Eukaryota,Apicomplexa,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,0,0,0,4,0,6,0
Eukaryota;Bacillariophyta;Bacillariophyceae;unassigned;unassigned;g_;s_,Eukaryota,Bacillariophyta,Bacillariophyceae,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,2,1,1,0,0,0,2,0,1,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;unassigned,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,3,0,0,0,0,2,1,1,2,1,1,2,2,1,1,3,0,1,2,1,1,3,1,4,2,3,2,4,2,6,1,0,3,0,0,0,1,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,2,0,1
Eukaryota;unknown;unknown;Bicosoecida;Cafeteriaceae;Pseudobodo;s_,Eukaryota,unknown,unknown,Bicosoecida,Cafeteriaceae,Pseudobodo,s_,4,0,5,8,9,10,13,7,13,9,17,22,17,13,16,17,15,15,12,18,26,16,17,1,19,15,16,23,5,27,37,13,9,16,11,16,24,22,12,1,0,2,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,0,0,0
Eukaryota;Ciliophora;Spirotrichea;Tintinnida;Tintinnidae;Salpingella;Salpingella acuminata,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,Salpingella acuminata,4,1,9,4,24,4,3,20,41,31,23,8,38,35,5,1,9,31,16,26,27,1,24,47,36,36,47,14,37,74,16,4,89,18,22,97,60,71,95,13,11,18,16,0,0,0,0,0,0,0,1,2,1,2,2,1,3,0,0,0,1,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,4,0,0,1,6,2,0,0,4,6,4,2,4,4,4,0,3,6,0,3,8,6,10,4,2,7,6,2,2,0,10,2,5,6,5,6,1,1,4,3,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,4,1,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,4,0,0,2,0,0,0,3,0,0,1,6,0,2,0,0,2,2,2,0,3,2,1,1,2,3,0,0,0,1,2,3,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,1,1,0,0,1,0,3,0,1,1,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;unassigned,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,0,6,0,1,0,1
Eukaryota;Cercozoa;Thecofilosea;unknown;unknown;g_;s_,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Prymnesiaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Prymnesiaceae,g_,s_,6,4,2,2,4,5,3,2,12,8,14,6,6,13,6,2,5,14,14,8,8,17,10,4,20,13,9,7,8,12,13,2,10,10,3,21,14,16,5,5,5,2,12,8,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,1,0,3,0,0,1,0,0,1,0,4,4,2,4,0,1,2,0,0,0,0,1,1,4,1,1,0,1,4,6,5,0,5,1,2,4,2,1,2,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Cercozoa;unknown;Thaumatomonadida;Thaumatomastigidae;Protaspis;s_,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,Protaspis,s_,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,8,1,0,2,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,8,2,9,11,16,16,30,23,8,20,11,12,11,9,6,10,2,17,20,13,4,11,36,10,12,19,11,0,53,13,5,0,32,7,6,46,17,18,33,6,2,7,5,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
Eukaryota;Dinoflagellata;Dinophyceae;Peridiniales;unassigned;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Peridiniales,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0
Eukaryota;Euglenozoa;unknown;Diplonemea;unassigned;unassigned;s_,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,4,0
Eukaryota;Arthropoda;Hexanauplia;Cyclopoida;Oithonidae;unknown;Oithonidae sp. DZMB624,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,unknown,Oithonidae sp. DZMB624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
Eukaryota;Cercozoa;Chlorarachniophyceae;unknown;unknown;Minorisa;s_,Eukaryota,Cercozoa,Chlorarachniophyceae,unknown,unknown,Minorisa,s_,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,1
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine picoeukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,2,0,0,0,1,0,0,1,2,0,3,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,1,5,0,0,0
Eukaryota;Cryptophyta;unknown;Pyrenomonadales;Geminigeraceae;g_;s_,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0
Eukaryota;Euglenozoa;unknown;Diplonemea;unknown;unknown;s_,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0
Eukaryota;unknown;unknown;Choanoflagellata;Acanthoecidae;g_;s_,Eukaryota,unknown,unknown,Choanoflagellata,Acanthoecidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Oligohymenophorea;Peniculida;Stokesiidae;g_;s_,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Stokesiidae,g_,s_,5,1,0,2,1,0,0,0,0,0,4,1,0,0,1,0,1,4,0,5,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,0,1,0,0,2,2,3,5,0,2,3,2,1,2,0,0,0
Eukaryota;Dinoflagellata;Dinophyceae;Syndiniales;unassigned;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Syndiniales,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,0,2,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,4,0,1,2,2,0,1,0,1,1,1,3,1,1,0,0,1,1,3,0,1,0,1,1,1,8,8,2,0,3,0,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;s_,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,2,3,0,1,0,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Melosirales;Stephanopyxidaceae;g_;s_,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,2,5,0,1,0,0,0,1,0
Eukaryota;Ciliophora;Colpodea;unknown;unknown;g_;s_,Eukaryota,Ciliophora,Colpodea,unknown,unknown,g_,s_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0
Eukaryota;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;g_;s_,Eukaryota,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_,0,0,0,1,1,1,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,3,6,1,2,0,3,4,0,6,1,1,0,0,5,1,0,8,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,1,1,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,1,0,2,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,7,0,1,0,2,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,0,0,0,4,0
